event_id,subject_id,name,year,axis,polarity,description,measurement_basis,source,taxonomy_confirmed,source_confirmed,v4_expansion_observation
V4EXP_MLV2_DEV_040_PROJECT_NEG_2005,MLV2_DEV_040,Lisa Kudrow,2005,PROJECT,negative,The Comeback was canceled after its first season.,project_cancellation,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.vogue.com/article/lisa-kudrow-saying-goodbye-to-valerie-cherish-the-comeback', 'reference': 'https://www.vogue.com/article/lisa-kudrow-saying-goodbye-to-valerie-cherish-the-comeback', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_MLV2_DEV_040_PROJECT_POS_2014,MLV2_DEV_040,Lisa Kudrow,2014,PROJECT,positive,The Comeback was revived for a second season years later.,project_revived,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.vogue.com/article/lisa-kudrow-saying-goodbye-to-valerie-cherish-the-comeback', 'reference': 'https://www.vogue.com/article/lisa-kudrow-saying-goodbye-to-valerie-cherish-the-comeback', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_MLV2_DEV_043_COMPETITIVE_NEG_1968,MLV2_DEV_043,Mark Spitz,1968,COMPETITIVE,negative,"Won silver, not gold, in the Olympic 100m butterfly.",explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.olympedia.org/athletes/51572', 'reference': 'https://www.olympedia.org/athletes/51572', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_MLV2_DEV_043_COMPETITIVE_POS_1972,MLV2_DEV_043,Mark Spitz,1972,COMPETITIVE,positive,Won Olympic gold in the 100m butterfly in world-record time.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.olympedia.org/athletes/51572', 'reference': 'https://www.olympedia.org/athletes/51572', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_MLV2_DEV_044_PROJECT_NEG_2005,MLV2_DEV_044,Matthew McConaughey,2005,PROJECT,negative,Sahara generated a large documented financial loss.,financial_failure,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.latimes.com/business/la-fi-movie15apr15-story.html', 'reference': 'https://www.latimes.com/business/la-fi-movie15apr15-story.html', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_MLV2_DEV_044_PROJECT_POS_2013,MLV2_DEV_044,Matthew McConaughey,2013,PROJECT,positive,Dallas Buyers Club earned strong box office relative to its small budget and major awards recognition.,commercial_success,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.the-numbers.com/movie/Dallas-Buyers-Club', 'reference': 'https://www.the-numbers.com/movie/Dallas-Buyers-Club', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_092_COMPETITIVE_NEG_2002,NEWDEV2_092,Michael Llodra,2002,COMPETITIVE,negative,Finished runner-up in Australian Open men's doubles.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://ausopen.com/history/honour-roll/mens-doubles', 'reference': 'https://ausopen.com/history/honour-roll/mens-doubles', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_092_COMPETITIVE_POS_2003,NEWDEV2_092,Michael Llodra,2003,COMPETITIVE,positive,Won Australian Open men's doubles.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://ausopen.com/history/honour-roll/mens-doubles', 'reference': 'https://ausopen.com/history/honour-roll/mens-doubles', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_089_STATUS_NEG_1988,NEWDEV2_089,Robert Byrd,1988,STATUS,negative,Lost the Democratic Senate leadership contest to George Mitchell.,leadership_loss,"{'verification_status': 'CONFIRMED_PREVIOUS_V4_REVIEW', 'url': None, 'reference': 'U.S. Senate Historical Office / LA Times', 'lineage_event_id': 'NEWDEV2_089_E002', 'lineage_file': 'V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv'}",True,True,True
V4EXP_NEWDEV2_089_STATUS_POS_1989,NEWDEV2_089,Robert Byrd,1989,STATUS,positive,Became President pro tempore of the U.S. Senate.,appointment_gain,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.senate.gov/about/officers-staff/president-pro-tempore/presidents-pro-tempore.htm', 'reference': 'https://www.senate.gov/about/officers-staff/president-pro-tempore/presidents-pro-tempore.htm', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_MLV2_DEV_051_PROJECT_NEG_2011,MLV2_DEV_051,Steve Martin,2011,PROJECT,negative,The Big Year was a large box-office failure relative to budget.,commercial_failure,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.the-numbers.com/movie/Big-Year-The', 'reference': 'https://www.the-numbers.com/movie/Big-Year-The', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_MLV2_DEV_051_PROJECT_POS_2021,MLV2_DEV_051,Steve Martin,2021,PROJECT,positive,Only Murders in the Building launched as a major streaming comedy hit.,project_success,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.televisionacademy.com/features/news/press-releases/emmy-magazine-2022-05', 'reference': 'https://www.televisionacademy.com/features/news/press-releases/emmy-magazine-2022-05', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_036_COMPETITIVE_NEG_2012,NEWDEV2_036,Tom Brady,2012,COMPETITIVE,negative,New England lost Super Bowl XLVI to the Giants.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.patriots.com/press-room/super-bowl-xlvi', 'reference': 'https://www.patriots.com/press-room/super-bowl-xlvi', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_036_COMPETITIVE_POS_2015,NEWDEV2_036,Tom Brady,2015,COMPETITIVE,positive,New England defeated Seattle in Super Bowl XLIX.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.patriots.com/press-room/super-bowl-xlix', 'reference': 'https://www.patriots.com/press-room/super-bowl-xlix', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_036_COMPETITIVE_NEG_2018,NEWDEV2_036,Tom Brady,2018,COMPETITIVE,negative,New England lost Super Bowl LII to Philadelphia.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.patriots.com/press-room/super-bowl-lii', 'reference': 'https://www.patriots.com/press-room/super-bowl-lii', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_036_COMPETITIVE_POS_2019,NEWDEV2_036,Tom Brady,2019,COMPETITIVE,positive,New England defeated the Rams in Super Bowl LIII.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.patriots.com/press-room/super-bowl-liii', 'reference': 'https://www.patriots.com/press-room/super-bowl-liii', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_041_STATUS_NEG_1994,NEWDEV2_041,Tom Foley,1994,STATUS,negative,Lost reelection to the U.S. House while serving as Speaker.,election_loss,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://history.house.gov/People/Detail/13275', 'reference': 'https://history.house.gov/People/Detail/13275', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_041_STATUS_POS_1997,NEWDEV2_041,Tom Foley,1997,STATUS,positive,Became U.S. Ambassador to Japan.,appointment_gain,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://history.state.gov/departmenthistory/people/foley-thomas-stephen', 'reference': 'https://history.state.gov/departmenthistory/people/foley-thomas-stephen', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_042_COMPETITIVE_NEG_1991,NEWDEV2_042,Tom Glavine,1991,COMPETITIVE,negative,Atlanta lost the 1991 World Series.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.mlb.com/braves/history/timeline', 'reference': 'https://www.mlb.com/braves/history/timeline', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_042_COMPETITIVE_NEG_1992,NEWDEV2_042,Tom Glavine,1992,COMPETITIVE,negative,Atlanta lost the 1992 World Series.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.mlb.com/braves/history/timeline', 'reference': 'https://www.mlb.com/braves/history/timeline', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_042_COMPETITIVE_POS_1995,NEWDEV2_042,Tom Glavine,1995,COMPETITIVE,positive,Atlanta won the 1995 World Series; Glavine was the decisive Game 6 starter and World Series MVP.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.mlb.com/news/1995-world-series-recap', 'reference': 'https://www.mlb.com/news/1995-world-series-recap', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_054_PROJECT_NEG_1970,NEWDEV2_054,Toni Morrison,1970,PROJECT,negative,The Bluest Eye had limited initial commercial reception.,low_initial_reception,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.newyorker.com/magazine/2003/10/27/ghosts-in-the-house', 'reference': 'https://www.newyorker.com/magazine/2003/10/27/ghosts-in-the-house', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_054_PROJECT_POS_1987,NEWDEV2_054,Toni Morrison,1987,PROJECT,positive,Beloved became an immediate major literary success.,major_project_success,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.newyorker.com/magazine/2003/10/27/ghosts-in-the-house', 'reference': 'https://www.newyorker.com/magazine/2003/10/27/ghosts-in-the-house', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_056_COMPETITIVE_NEG_2008,NEWDEV2_056,Tony Estanguet,2008,COMPETITIVE,negative,Failed to reach the Beijing Olympic C1 final.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.theguardian.com/sport/article/2024/jul/21/tony-estanguet-paris-olympic-gold-sebastian-coe', 'reference': 'https://www.theguardian.com/sport/article/2024/jul/21/tony-estanguet-paris-olympic-gold-sebastian-coe', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_056_COMPETITIVE_POS_2009,NEWDEV2_056,Tony Estanguet,2009,COMPETITIVE,positive,Won the C1 world championship.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.theguardian.com/sport/article/2024/jul/21/tony-estanguet-paris-olympic-gold-sebastian-coe', 'reference': 'https://www.theguardian.com/sport/article/2024/jul/21/tony-estanguet-paris-olympic-gold-sebastian-coe', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_056_COMPETITIVE_POS_2010,NEWDEV2_056,Tony Estanguet,2010,COMPETITIVE,positive,Won the C1 world championship.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.theguardian.com/sport/article/2024/jul/21/tony-estanguet-paris-olympic-gold-sebastian-coe', 'reference': 'https://www.theguardian.com/sport/article/2024/jul/21/tony-estanguet-paris-olympic-gold-sebastian-coe', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_056_COMPETITIVE_POS_2012,NEWDEV2_056,Tony Estanguet,2012,COMPETITIVE,positive,Won Olympic C1 gold in London.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.theguardian.com/sport/article/2024/jul/21/tony-estanguet-paris-olympic-gold-sebastian-coe', 'reference': 'https://www.theguardian.com/sport/article/2024/jul/21/tony-estanguet-paris-olympic-gold-sebastian-coe', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_059_COMPETITIVE_NEG_1957,NEWDEV2_059,Tony Kubek,1957,COMPETITIVE,negative,The Yankees lost the 1957 World Series while Kubek played in the series.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.mlb.com/postseason/history/1957', 'reference': 'https://www.mlb.com/postseason/history/1957', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_059_COMPETITIVE_POS_1958,NEWDEV2_059,Tony Kubek,1958,COMPETITIVE,positive,The Yankees won the 1958 World Series with Kubek on the roster.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.mlb.com/postseason/history/1958', 'reference': 'https://www.mlb.com/postseason/history/1958', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_059_COMPETITIVE_NEG_1960,NEWDEV2_059,Tony Kubek,1960,COMPETITIVE,negative,The Yankees lost the 1960 World Series while Kubek played in the series.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.mlb.com/postseason/history/1960', 'reference': 'https://www.mlb.com/postseason/history/1960', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_059_COMPETITIVE_POS_1961,NEWDEV2_059,Tony Kubek,1961,COMPETITIVE,positive,The Yankees won the 1961 World Series with Kubek on the roster.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.mlb.com/postseason/history/1961', 'reference': 'https://www.mlb.com/postseason/history/1961', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_060_COMPETITIVE_NEG_2013,NEWDEV2_060,Tony Parker,2013,COMPETITIVE,negative,San Antonio lost the 2013 NBA Finals.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.nba.com/watch/list/collection/nba-finals-2013', 'reference': 'https://www.nba.com/watch/list/collection/nba-finals-2013', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_060_COMPETITIVE_POS_2014,NEWDEV2_060,Tony Parker,2014,COMPETITIVE,positive,San Antonio won the 2014 NBA championship.,explicit_outcome,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.nba.com/news/history-season-review-2013-14', 'reference': 'https://www.nba.com/news/history-season-review-2013-14', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_100_PROJECT_NEG_2000,NEWDEV2_100,Tony Shalhoub,2000,PROJECT,negative,Stark Raving Mad ended after one season.,project_cancellation,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.usanetwork.com/usa-insider/what-has-monk-tony-shalhoub-been-in', 'reference': 'https://www.usanetwork.com/usa-insider/what-has-monk-tony-shalhoub-been-in', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_NEWDEV2_100_PROJECT_POS_2002,NEWDEV2_100,Tony Shalhoub,2002,PROJECT,positive,"Monk premiered and became a long-running, award-winning series.",project_success,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.usanetwork.com/usa-insider/what-has-monk-tony-shalhoub-been-in', 'reference': 'https://www.usanetwork.com/usa-insider/what-has-monk-tony-shalhoub-been-in', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_MLV2_DEV_054_PROJECT_NEG_1998,MLV2_DEV_054,Uma Thurman,1998,PROJECT,negative,The Avengers underperformed its production budget at the worldwide box office.,commercial_failure,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.the-numbers.com/movie/Avengers-The-%281998%29', 'reference': 'https://www.the-numbers.com/movie/Avengers-The-%281998%29', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
V4EXP_MLV2_DEV_054_PROJECT_POS_2003,MLV2_DEV_054,Uma Thurman,2003,PROJECT,positive,Kill Bill: Volume 1 became a strong commercial success.,commercial_success,"{'verification_status': 'CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16', 'url': 'https://www.the-numbers.com/movie/Kill-Bill-Volume-1-%282003%29', 'reference': 'https://www.the-numbers.com/movie/Kill-Bill-Volume-1-%282003%29', 'lineage_event_id': None, 'lineage_file': None}",True,True,True
