pair_id,pair_origin,pool,subject_id,name,axis,positive_event_id,positive_year,positive_description,negative_event_id,negative_year,negative_description,positive_source_status,negative_source_status,positive_source_reference,negative_source_reference,positive_measurement_basis,negative_measurement_basis,source_pair_eligible,positive_age,negative_age,positive_earlier,abs_year_gap,age_only_pairwise,calendar_earlier_only_pairwise,n_pairs_subject,subject_equal_pair_weight,chronology_gate_passed,model_ready,positive_earlier_calc,age_only_calc
V4PRE_PAIR_037,PREEXISTING_414_SOURCE_REVIEW,V2_NEW_DEV,MLV2_DEV_022,Glenn Close,RECOGNITION,MLV2_DEV_022_E0001,1983,Received an early Academy Award nomination during breakthrough film work,MLV2_DEV_022_E0002,2020,Hillbilly Elegy drew strongly negative reviews and brought a Razzie nomination despite awards attention for her performance.,CONFIRMED_PREVIOUS_V4_REVIEW,CONFIRMED_PREVIOUS_V4_REVIEW,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_022_E0001,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_022_E0002,legacy_confirmed_axis_outcome,legacy_confirmed_axis_outcome,True,36,73,True,37,1.0,1.0,2,0.5,True,True,True,1.0
V4PRE_PAIR_038,PREEXISTING_414_SOURCE_REVIEW,V2_NEW_DEV,MLV2_DEV_022,Glenn Close,RECOGNITION,MLV2_DEV_022_E0003,2021,Reached eight career Academy Award acting nominations,MLV2_DEV_022_E0002,2020,Hillbilly Elegy drew strongly negative reviews and brought a Razzie nomination despite awards attention for her performance.,CONFIRMED_PREVIOUS_V4_REVIEW,CONFIRMED_PREVIOUS_V4_REVIEW,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_022_E0003,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_022_E0002,legacy_confirmed_axis_outcome,legacy_confirmed_axis_outcome,True,74,73,False,1,0.0,0.0,2,0.5,True,True,False,0.0
V4PRE_PAIR_039,PREEXISTING_414_SOURCE_REVIEW,V2_NEW_DEV,MLV2_DEV_027,Jamie Lee Curtis,PROJECT,MLV2_DEV_027_E0001,1978,Halloween became her breakthrough film,MLV2_DEV_027_E0002,1999,Virus was a major critical failure and later became a film she publicly described as a bad project.,CONFIRMED_PREVIOUS_V4_REVIEW,CONFIRMED_PREVIOUS_V4_REVIEW,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_027_E0001,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_027_E0002,legacy_confirmed_axis_outcome,legacy_confirmed_axis_outcome,True,20,41,True,21,1.0,1.0,2,0.5,True,True,True,1.0
V4PRE_PAIR_040,PREEXISTING_414_SOURCE_REVIEW,V2_NEW_DEV,MLV2_DEV_033,Kevin Costner,PROJECT,MLV2_DEV_033_E0003,2018,Yellowstone launched a major late-career resurgence,MLV2_DEV_033_E0002,1995,Waterworld became associated with severe production difficulties and negative publicity,CONFIRMED_PREVIOUS_V4_REVIEW,CONFIRMED_PREVIOUS_V4_REVIEW,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_033_E0003,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_033_E0002,legacy_confirmed_axis_outcome,legacy_confirmed_axis_outcome,True,63,40,False,23,0.0,0.0,1,1.0,True,True,False,0.0
V4PRE_PAIR_041,PREEXISTING_414_SOURCE_REVIEW,V2_NEW_DEV,MLV2_DEV_038,Leonardo DiCaprio,RECOGNITION,MLV2_DEV_038_E0003,2016,Won the Academy Award for The Revenant,MLV2_DEV_038_E0002,2000,The Beach drew mixed-to-negative reviews and brought a Razzie nomination during his post-Titanic period.,CONFIRMED_PREVIOUS_V4_REVIEW,CONFIRMED_PREVIOUS_V4_REVIEW,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_038_E0003,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_038_E0002,legacy_confirmed_axis_outcome,legacy_confirmed_axis_outcome,True,42,26,False,16,0.0,0.0,1,1.0,True,True,False,0.0
V4PRE_PAIR_042,PREEXISTING_414_SOURCE_REVIEW,V2_NEW_DEV,MLV2_DEV_039,Leonardo Del Vecchio,STATUS,MLV2_DEV_039_E0001,1961,"Founded Luxottica, the company that became the foundation of his eyewear empire.",MLV2_DEV_039_E0003,2014,Luxottica underwent a highly public leadership and governance disruption with rapid chief-executive turnover.,CONFIRMED_PREVIOUS_V4_REVIEW,CONFIRMED_PREVIOUS_V4_REVIEW,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_039_E0001,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_039_E0003,legacy_confirmed_axis_outcome,legacy_confirmed_axis_outcome,True,26,79,True,53,1.0,1.0,1,1.0,True,True,True,1.0
V4PRE_PAIR_043,PREEXISTING_414_SOURCE_REVIEW,V2_NEW_DEV,MLV2_DEV_041,Lisa Ling,PROJECT,MLV2_DEV_041_E0002,2014,This Is Life with Lisa Ling launched on CNN,MLV2_DEV_041_E0003,2022,"CNN ended This Is Life with Lisa Ling amid network programming changes, closing her long-running documentary series.",CONFIRMED_PREVIOUS_V4_REVIEW,CONFIRMED_PREVIOUS_V4_REVIEW,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_041_E0002,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_041_E0003,legacy_confirmed_axis_outcome,legacy_confirmed_axis_outcome,True,41,49,True,8,1.0,1.0,1,1.0,True,True,True,1.0
V4PRE_PAIR_044,PREEXISTING_414_SOURCE_REVIEW,V2_NEW_DEV,MLV2_DEV_043,Mark Spitz,COMPETITIVE,MLV2_DEV_043_E0001,1968,Won multiple Olympic medals in Mexico City,MLV2_DEV_043_E0003,1992,His attempted Olympic comeback ended when he failed to qualify for the US Olympic team.,CONFIRMED_PREVIOUS_V4_REVIEW,CONFIRMED_PREVIOUS_V4_REVIEW,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_043_E0001,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_043_E0003,legacy_confirmed_axis_outcome,legacy_confirmed_axis_outcome,True,18,42,True,24,1.0,1.0,3,0.3333333333333333,True,True,True,1.0
V4PRE_PAIR_045,PREEXISTING_414_SOURCE_REVIEW,V2_NEW_DEV,MLV2_DEV_043,Mark Spitz,COMPETITIVE,MLV2_DEV_043_E0002,1972,Won seven Olympic gold medals in Munich,MLV2_DEV_043_E0003,1992,His attempted Olympic comeback ended when he failed to qualify for the US Olympic team.,CONFIRMED_PREVIOUS_V4_REVIEW,CONFIRMED_PREVIOUS_V4_REVIEW,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_043_E0002,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_043_E0003,legacy_confirmed_axis_outcome,legacy_confirmed_axis_outcome,True,22,42,True,20,1.0,1.0,3,0.3333333333333333,True,True,True,1.0
V4PRE_PAIR_046,PREEXISTING_414_SOURCE_REVIEW,V2_NEW_DEV,MLV2_DEV_050,Sigourney Weaver,PROJECT,MLV2_DEV_050_E0001,1979,Alien established her as a major film star,MLV2_DEV_050_E0003,1997,Alien Resurrection received mixed critical reaction and marked an uneven close to her original Ripley film run.,CONFIRMED_PREVIOUS_V4_REVIEW,CONFIRMED_PREVIOUS_V4_REVIEW,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_050_E0001,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_050_E0003,legacy_confirmed_axis_outcome,legacy_confirmed_axis_outcome,True,30,48,True,18,1.0,1.0,1,1.0,True,True,True,1.0
V4PRE_PAIR_047,PREEXISTING_414_SOURCE_REVIEW,V2_NEW_DEV,MLV2_DEV_054,Uma Thurman,RECOGNITION,MLV2_DEV_054_E0001,1994,Pulp Fiction earned an Academy Award nomination,MLV2_DEV_054_E0002,1997,Batman & Robin was critically savaged and brought her a Razzie nomination.,CONFIRMED_PREVIOUS_V4_REVIEW,CONFIRMED_PREVIOUS_V4_REVIEW,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_054_E0001,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_054_E0002,legacy_confirmed_axis_outcome,legacy_confirmed_axis_outcome,True,24,27,True,3,1.0,1.0,2,0.5,True,True,True,1.0
V4PRE_PAIR_048,PREEXISTING_414_SOURCE_REVIEW,V2_NEW_DEV,MLV2_DEV_057,Diane Keaton,PROJECT,MLV2_DEV_057_E0002,1996,The First Wives Club became a major commercial success,MLV2_DEV_057_E0003,2007,Because I Said So was heavily criticized by reviewers despite commercial visibility.,CONFIRMED_PREVIOUS_V4_REVIEW,CONFIRMED_PREVIOUS_V4_REVIEW,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_057_E0002,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_057_E0003,legacy_confirmed_axis_outcome,legacy_confirmed_axis_outcome,True,50,61,True,11,1.0,1.0,2,0.5,True,True,True,1.0
V4PRE_PAIR_049,PREEXISTING_414_SOURCE_REVIEW,V2_NEW_DEV,MLV2_DEV_058,George Takei,PROJECT,MLV2_DEV_058_E0001,1966,"Star Trek premiered with Takei as Hikaru Sulu, establishing his defining role.",MLV2_DEV_058_E0002,1969,"Star Trek was cancelled after three seasons, ending his regular network-series role.",CONFIRMED_PREVIOUS_V4_REVIEW,CONFIRMED_PREVIOUS_V4_REVIEW,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_058_E0001,V4_CAREER_TAXONOMY_SOURCE_REVIEWED_414.csv:MLV2_DEV_058_E0002,legacy_confirmed_axis_outcome,legacy_confirmed_axis_outcome,True,29,32,True,3,1.0,1.0,1,1.0,True,True,True,1.0
V4EXP_PAIR_001,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_005,Bob Knight,COMPETITIVE,V4EXP_NEWDEV2_005_COMPETITIVE_POS_1976,1976,Indiana completed a 32-0 season and won the NCAA championship.,V4EXP_NEWDEV2_005_COMPETITIVE_NEG_1975,1975,Indiana finished 31-1 after losing in the NCAA Elite Eight.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.bobknight.com/coaching-record,https://www.bobknight.com/coaching-record,explicit_outcome,explicit_outcome,True,36,35,False,1,0.0,0.0,2,0.5,True,True,False,0.0
V4EXP_PAIR_002,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_036,Tom Brady,COMPETITIVE,V4EXP_NEWDEV2_036_COMPETITIVE_POS_2015,2015,New England defeated Seattle in Super Bowl XLIX.,V4EXP_NEWDEV2_036_COMPETITIVE_NEG_2012,2012,New England lost Super Bowl XLVI to the Giants.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.patriots.com/press-room/super-bowl-xlix,https://www.patriots.com/press-room/super-bowl-xlvi,explicit_outcome,explicit_outcome,True,38,35,False,3,0.0,0.0,2,0.5,True,True,False,0.0
V4EXP_PAIR_003,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_036,Tom Brady,COMPETITIVE,V4EXP_NEWDEV2_036_COMPETITIVE_POS_2019,2019,New England defeated the Rams in Super Bowl LIII.,V4EXP_NEWDEV2_036_COMPETITIVE_NEG_2018,2018,New England lost Super Bowl LII to Philadelphia.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.patriots.com/press-room/super-bowl-liii,https://www.patriots.com/press-room/super-bowl-lii,explicit_outcome,explicit_outcome,True,42,41,False,1,0.0,0.0,2,0.5,True,True,False,0.0
V4EXP_PAIR_004,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_042,Tom Glavine,COMPETITIVE,V4EXP_NEWDEV2_042_COMPETITIVE_POS_1995,1995,Atlanta won the 1995 World Series; Glavine was the decisive Game 6 starter and World Series MVP.,V4EXP_NEWDEV2_042_COMPETITIVE_NEG_1991,1991,Atlanta lost the 1991 World Series.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.mlb.com/news/1995-world-series-recap,https://www.mlb.com/braves/history/timeline,explicit_outcome,explicit_outcome,True,29,25,False,4,0.0,0.0,2,0.5,True,True,False,0.0
V4EXP_PAIR_005,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_042,Tom Glavine,COMPETITIVE,V4EXP_NEWDEV2_042_COMPETITIVE_POS_1995,1995,Atlanta won the 1995 World Series; Glavine was the decisive Game 6 starter and World Series MVP.,V4EXP_NEWDEV2_042_COMPETITIVE_NEG_1992,1992,Atlanta lost the 1992 World Series.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.mlb.com/news/1995-world-series-recap,https://www.mlb.com/braves/history/timeline,explicit_outcome,explicit_outcome,True,29,26,False,3,0.0,0.0,2,0.5,True,True,False,0.0
V4EXP_PAIR_006,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_068,Chris Evert,COMPETITIVE,V4EXP_MLV2_DEV_068_COMPETITIVE_POS_1974,1974,Won the Roland Garros singles title.,V4EXP_MLV2_DEV_068_COMPETITIVE_NEG_1973,1973,Lost the Roland Garros singles final.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.wtatennis.com/legends/50020/chris-evert/record,https://www.wtatennis.com/legends/50020/chris-evert/record,explicit_outcome,explicit_outcome,True,20,19,False,1,0.0,0.0,5,0.2,True,True,False,0.0
V4EXP_PAIR_007,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_068,Chris Evert,COMPETITIVE,V4EXP_MLV2_DEV_068_COMPETITIVE_POS_1985,1985,Won the Roland Garros singles title.,V4EXP_MLV2_DEV_068_COMPETITIVE_NEG_1984,1984,Lost the Roland Garros singles final.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.wtatennis.com/legends/50020/chris-evert/record,https://www.wtatennis.com/legends/50020/chris-evert/record,explicit_outcome,explicit_outcome,True,31,30,False,1,0.0,0.0,5,0.2,True,True,False,0.0
V4EXP_PAIR_008,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_068,Chris Evert,COMPETITIVE,V4EXP_MLV2_DEV_068_COMPETITIVE_POS_1982,1982,Won the Australian Open singles title.,V4EXP_MLV2_DEV_068_COMPETITIVE_NEG_1981,1981,Lost the Australian Open singles final.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.wtatennis.com/legends/50020/chris-evert/record,https://www.wtatennis.com/legends/50020/chris-evert/record,explicit_outcome,explicit_outcome,True,28,27,False,1,0.0,0.0,5,0.2,True,True,False,0.0
V4EXP_PAIR_009,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_068,Chris Evert,COMPETITIVE,V4EXP_MLV2_DEV_068_COMPETITIVE_POS_1981,1981,Won the Wimbledon singles title.,V4EXP_MLV2_DEV_068_COMPETITIVE_NEG_1979,1979,Lost the Wimbledon singles final.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.wtatennis.com/legends/50020/chris-evert/record,https://www.wtatennis.com/legends/50020/chris-evert/record,explicit_outcome,explicit_outcome,True,27,25,False,2,0.0,0.0,5,0.2,True,True,False,0.0
V4EXP_PAIR_010,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_068,Chris Evert,COMPETITIVE,V4EXP_MLV2_DEV_068_COMPETITIVE_POS_1981,1981,Won the Wimbledon singles title.,V4EXP_MLV2_DEV_068_COMPETITIVE_NEG_1978,1978,Lost the Wimbledon singles final.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.wtatennis.com/legends/50020/chris-evert/record,https://www.wtatennis.com/legends/50020/chris-evert/record,explicit_outcome,explicit_outcome,True,27,24,False,3,0.0,0.0,5,0.2,True,True,False,0.0
V4EXP_PAIR_011,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_027,Billie Jean King,COMPETITIVE,V4EXP_NEWDEV2_027_COMPETITIVE_POS_1966,1966,Won the Wimbledon singles title.,V4EXP_NEWDEV2_027_COMPETITIVE_NEG_1963,1963,Lost the Wimbledon singles final.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.wtatennis.com/legends/110100/billie-jean-king/record,https://www.wtatennis.com/legends/110100/billie-jean-king/record,explicit_outcome,explicit_outcome,True,23,20,False,3,0.0,0.0,3,0.3333333333333333,True,True,False,0.0
V4EXP_PAIR_012,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_027,Billie Jean King,COMPETITIVE,V4EXP_NEWDEV2_027_COMPETITIVE_POS_1972,1972,Won the Wimbledon singles title.,V4EXP_NEWDEV2_027_COMPETITIVE_NEG_1969,1969,Lost the Wimbledon singles final.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.wtatennis.com/legends/110100/billie-jean-king/record,https://www.wtatennis.com/legends/110100/billie-jean-king/record,explicit_outcome,explicit_outcome,True,29,26,False,3,0.0,0.0,3,0.3333333333333333,True,True,False,0.0
V4EXP_PAIR_013,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_027,Billie Jean King,COMPETITIVE,V4EXP_NEWDEV2_027_COMPETITIVE_POS_1972,1972,Won the Wimbledon singles title.,V4EXP_NEWDEV2_027_COMPETITIVE_NEG_1970,1970,Lost the Wimbledon singles final.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.wtatennis.com/legends/110100/billie-jean-king/record,https://www.wtatennis.com/legends/110100/billie-jean-king/record,explicit_outcome,explicit_outcome,True,29,27,False,2,0.0,0.0,3,0.3333333333333333,True,True,False,0.0
V4EXP_PAIR_014,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_056,Tony Estanguet,COMPETITIVE,V4EXP_NEWDEV2_056_COMPETITIVE_POS_2009,2009,Won the C1 world championship.,V4EXP_NEWDEV2_056_COMPETITIVE_NEG_2008,2008,Failed to reach the Beijing Olympic C1 final.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.theguardian.com/sport/article/2024/jul/21/tony-estanguet-paris-olympic-gold-sebastian-coe,https://www.theguardian.com/sport/article/2024/jul/21/tony-estanguet-paris-olympic-gold-sebastian-coe,explicit_outcome,explicit_outcome,True,31,30,False,1,0.0,0.0,4,0.25,True,True,False,0.0
V4EXP_PAIR_015,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_056,Tony Estanguet,COMPETITIVE,V4EXP_NEWDEV2_056_COMPETITIVE_POS_2010,2010,Won the C1 world championship.,V4EXP_NEWDEV2_056_COMPETITIVE_NEG_2008,2008,Failed to reach the Beijing Olympic C1 final.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.theguardian.com/sport/article/2024/jul/21/tony-estanguet-paris-olympic-gold-sebastian-coe,https://www.theguardian.com/sport/article/2024/jul/21/tony-estanguet-paris-olympic-gold-sebastian-coe,explicit_outcome,explicit_outcome,True,32,30,False,2,0.0,0.0,4,0.25,True,True,False,0.0
V4EXP_PAIR_016,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_056,Tony Estanguet,COMPETITIVE,V4EXP_NEWDEV2_056_COMPETITIVE_POS_2012,2012,Won Olympic C1 gold in London.,V4EXP_NEWDEV2_056_COMPETITIVE_NEG_2008,2008,Failed to reach the Beijing Olympic C1 final.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.theguardian.com/sport/article/2024/jul/21/tony-estanguet-paris-olympic-gold-sebastian-coe,https://www.theguardian.com/sport/article/2024/jul/21/tony-estanguet-paris-olympic-gold-sebastian-coe,explicit_outcome,explicit_outcome,True,34,30,False,4,0.0,0.0,4,0.25,True,True,False,0.0
V4EXP_PAIR_017,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_060,Tony Parker,COMPETITIVE,V4EXP_NEWDEV2_060_COMPETITIVE_POS_2014,2014,San Antonio won the 2014 NBA championship.,V4EXP_NEWDEV2_060_COMPETITIVE_NEG_2013,2013,San Antonio lost the 2013 NBA Finals.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.nba.com/news/history-season-review-2013-14,https://www.nba.com/watch/list/collection/nba-finals-2013,explicit_outcome,explicit_outcome,True,32,31,False,1,0.0,0.0,1,1.0,True,True,False,0.0
V4EXP_PAIR_018,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_065,George Foreman,COMPETITIVE,V4EXP_NEWDEV2_065_COMPETITIVE_POS_1994,1994,Regained the heavyweight championship by knocking out Michael Moorer.,V4EXP_NEWDEV2_065_COMPETITIVE_NEG_1974,1974,Lost the heavyweight title to Muhammad Ali.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.reuters.com/sports/american-boxing-legend-george-foreman-dead-76-family-says-2025-03-22/,https://www.reuters.com/sports/american-boxing-legend-george-foreman-dead-76-family-says-2025-03-22/,explicit_outcome,explicit_outcome,True,45,25,False,20,0.0,0.0,3,0.3333333333333333,True,True,False,0.0
V4EXP_PAIR_019,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_065,George Foreman,COMPETITIVE,V4EXP_NEWDEV2_065_COMPETITIVE_POS_1994,1994,Regained the heavyweight championship by knocking out Michael Moorer.,V4EXP_NEWDEV2_065_COMPETITIVE_NEG_1991,1991,Lost a heavyweight title challenge to Evander Holyfield.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.reuters.com/sports/american-boxing-legend-george-foreman-dead-76-family-says-2025-03-22/,https://www.reuters.com/sports/american-boxing-legend-george-foreman-dead-76-family-says-2025-03-22/,explicit_outcome,explicit_outcome,True,45,42,False,3,0.0,0.0,3,0.3333333333333333,True,True,False,0.0
V4EXP_PAIR_020,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_031,Billy Martin,COMPETITIVE,V4EXP_NEWDEV2_031_COMPETITIVE_POS_1977,1977,Managed the Yankees to a World Series championship.,V4EXP_NEWDEV2_031_COMPETITIVE_NEG_1976,1976,Managed the Yankees in a World Series loss.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.mlb.com/postseason/history/1977,https://www.mlb.com/postseason/history/1976,explicit_outcome,explicit_outcome,True,49,48,False,1,0.0,0.0,1,1.0,True,True,False,0.0
V4EXP_PAIR_021,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_092,Michael Llodra,COMPETITIVE,V4EXP_NEWDEV2_092_COMPETITIVE_POS_2003,2003,Won Australian Open men's doubles.,V4EXP_NEWDEV2_092_COMPETITIVE_NEG_2002,2002,Finished runner-up in Australian Open men's doubles.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://ausopen.com/history/honour-roll/mens-doubles,https://ausopen.com/history/honour-roll/mens-doubles,explicit_outcome,explicit_outcome,True,23,22,False,1,0.0,0.0,1,1.0,True,True,False,0.0
V4EXP_PAIR_022,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_059,Tony Kubek,COMPETITIVE,V4EXP_NEWDEV2_059_COMPETITIVE_POS_1958,1958,The Yankees won the 1958 World Series with Kubek on the roster.,V4EXP_NEWDEV2_059_COMPETITIVE_NEG_1957,1957,The Yankees lost the 1957 World Series while Kubek played in the series.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.mlb.com/postseason/history/1958,https://www.mlb.com/postseason/history/1957,explicit_outcome,explicit_outcome,True,23,22,False,1,0.0,0.0,2,0.5,True,True,False,0.0
V4EXP_PAIR_023,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_059,Tony Kubek,COMPETITIVE,V4EXP_NEWDEV2_059_COMPETITIVE_POS_1961,1961,The Yankees won the 1961 World Series with Kubek on the roster.,V4EXP_NEWDEV2_059_COMPETITIVE_NEG_1960,1960,The Yankees lost the 1960 World Series while Kubek played in the series.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.mlb.com/postseason/history/1961,https://www.mlb.com/postseason/history/1960,explicit_outcome,explicit_outcome,True,26,25,False,1,0.0,0.0,2,0.5,True,True,False,0.0
V4EXP_PAIR_024,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_029,Billy Casper,COMPETITIVE,V4EXP_NEWDEV2_029_COMPETITIVE_POS_1970,1970,Won the Masters Tournament.,V4EXP_NEWDEV2_029_COMPETITIVE_NEG_1969,1969,Finished tied for second at the Masters.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PREVIOUS_V4_REVIEW,https://www.pga.com/story/past-winners-of-the-masters-tournament,Golf major historical results,explicit_outcome,explicit_outcome,True,39,38,False,1,0.0,0.0,2,0.5,True,True,False,0.0
