priority,pool,subject_id,name,event_id,year,legacy_career_label,event_type,description,source_event_confidence,source_ref,suggested_axis,suggested_subtype,suggestion_source,proposed_polarity,review_status,medium_issue_codes,taxonomy_confirmed,secondary_source_confirmed,v4_model_eligible,final_axis,final_subtype,final_polarity,taxonomy_review_status,taxonomy_review_note,taxonomy_confirmed_final,source1_audit_status,secondary_review_scope,secondary_source_status,secondary_source_reference,secondary_source_note,source_review_status,final_review_status,source_pair_eligible,chronology_gate_passed
2,NEW_DEV_2_CONSUMED,NEWDEV2_081,Elizabeth Banks,NEWDEV2_081_E001,2012,positive,career_breakthrough,The Hunger Games and Pitch Perfect franchises elevated her to major mainstream visibility.,high,https://en.wikipedia.org/wiki/Elizabeth_Banks,MILESTONE_OTHER,POSITIVE_MILESTONE_REVIEW,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,PROJECT,CREATIVE_OR_MEDIA_PROJECT,positive,CONFIRMED,project outcome / reception / launch,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,Vanity Fair / The Numbers,Hunger Games/Pitch Perfect 2012 commercial career expansion supported.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
2,NEW_DEV_2_CONSUMED,NEWDEV2_083,Elizabeth Montgomery,NEWDEV2_083_E001,1964,positive,career_breakthrough,Bewitched premiered and made her one of television's biggest stars.,high,https://en.wikipedia.org/wiki/Elizabeth_Montgomery,PROJECT,PROJECT_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,PROJECT,CREATIVE_OR_MEDIA_PROJECT,positive,CONFIRMED,project outcome / reception / launch,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
2,NEW_DEV_2_CONSUMED,NEWDEV2_084,Elizabeth Olsen,NEWDEV2_084_E001,2011,positive,career_breakthrough,Martha Marcy May Marlene brought major critical acclaim and award nominations.,high,https://en.wikipedia.org/wiki/Elizabeth_Olsen,RECOGNITION,RECOGNITION_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,RECOGNITION,FORMAL_RECOGNITION,positive,CONFIRMED,formal recognition/award,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
2,NEW_DEV_2_CONSUMED,NEWDEV2_086,Jack Bruce,NEWDEV2_086_E001,1966,positive,career_breakthrough,"Co-founded Cream, becoming one of rock's most prominent bassists and singers.",high,https://en.wikipedia.org/wiki/Jack_Bruce,MILESTONE_OTHER,POSITIVE_MILESTONE_REVIEW,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,STATUS,BUSINESS_LEADERSHIP_STATUS,positive,CONFIRMED,business leadership/status event,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
2,NEW_DEV_2_CONSUMED,NEWDEV2_088,Robert Carradine,NEWDEV2_088_E001,1984,positive,career_breakthrough,Revenge of the Nerds became a hit and established his best-known film role.,high,https://en.wikipedia.org/wiki/Robert_Carradine,PROJECT,PROJECT_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,PROJECT,CREATIVE_OR_MEDIA_PROJECT,positive,CONFIRMED,project outcome / reception / launch,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
2,NEW_DEV_2_CONSUMED,NEWDEV2_088,Robert Carradine,NEWDEV2_088_E002,1989,negative,career_setback,The original Revenge of the Nerds film cycle ended after declining sequel performance.,medium,https://en.wikipedia.org/wiki/Robert_Carradine,PROJECT,PROJECT_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,negative,MANUAL_TAXONOMY_REVIEW_REQUIRED,NON_HIGH_TARGET_ASSIGNMENT|SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,MILESTONE_OTHER,BROAD_SETBACK,negative,CONFIRMED_NONPAIRABLE,event_type semantic rule,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,CONFIRMED_TAXONOMY_NONPAIRABLE,False,False
2,NEW_DEV_2_CONSUMED,NEWDEV2_091,Michael Landon,NEWDEV2_091_E001,1974,positive,career_breakthrough,"Little House on the Prairie premiered, launching another long-running hit series under his creative control.",high,https://en.wikipedia.org/wiki/Michael_Landon,PROJECT,PROJECT_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,PROJECT,CREATIVE_OR_MEDIA_PROJECT,positive,CONFIRMED,project outcome / reception / launch,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,NBCUniversal history / Little House official history,Little House on the Prairie 1974 premiere and long-running success verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
2,NEW_DEV_2_CONSUMED,NEWDEV2_094,John Slattery,NEWDEV2_094_E001,2007,positive,career_breakthrough,Mad Men premiered and brought him broad recognition as Roger Sterling.,high,https://en.wikipedia.org/wiki/John_Slattery,PROJECT,PROJECT_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,MILESTONE_OTHER,BROAD_CAREER_MILESTONE,positive,CONFIRMED_NONPAIRABLE,broad career milestone not safely assigned to one mechanism,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,CONFIRMED_TAXONOMY_NONPAIRABLE,False,False
2,NEW_DEV_2_CONSUMED,NEWDEV2_098,Grégory Coupet,NEWDEV2_098_E001,2005,positive,career_peak,Established himself as France's leading goalkeeper and won another Ligue 1 title with Lyon.,high,https://en.wikipedia.org/wiki/Gr%C3%A9gory_Coupet,COMPETITIVE,COMPETITION_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,MILESTONE_OTHER,BROAD_CAREER_MILESTONE,positive,CONFIRMED_NONPAIRABLE,broad career milestone not safely assigned to one mechanism,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,CONFIRMED_TAXONOMY_NONPAIRABLE,False,False
2,V2_NEW_DEV,MLV2_DEV_001,Aaron Eckhart,MLV2_DEV_001_E0001,2000,positive,career_success,Erin Brockovich brought major film-industry recognition and a breakthrough supporting role.,high,https://en.wikipedia.org/wiki/Aaron_Eckhart,PROJECT,PROJECT_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,PROJECT,CREATIVE_OR_MEDIA_PROJECT,positive,CONFIRMED,project outcome / reception / launch,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
2,V2_NEW_DEV,MLV2_DEV_001,Aaron Eckhart,MLV2_DEV_001_E0002,2008,positive,career_success,The Dark Knight made his Harvey Dent performance one of his most widely seen and acclaimed roles.,high,https://en.wikipedia.org/wiki/Aaron_Eckhart,MILESTONE_OTHER,POSITIVE_MILESTONE_REVIEW,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,PROJECT,CREATIVE_OR_MEDIA_PROJECT,positive,CONFIRMED,project outcome / reception / launch,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
2,V2_NEW_DEV,MLV2_DEV_001,Aaron Eckhart,MLV2_DEV_001_E0003,2014,negative,career_loss,"I, Frankenstein was a major critical and commercial disappointment during his leading-man period.",medium,https://en.wikipedia.org/wiki/Aaron_Eckhart,PROJECT,PROJECT_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,negative,MANUAL_TAXONOMY_REVIEW_REQUIRED,NON_HIGH_TARGET_ASSIGNMENT|SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,UNRESOLVED,BROAD_CAREER_LOSS,unassigned,REJECT_BINARY_AMBIGUOUS,broad career loss requires mechanism-specific evidence,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,REJECT_TAXONOMY_AMBIGUOUS,False,False
2,V2_NEW_DEV,MLV2_DEV_002,Abigail Johnson,MLV2_DEV_002_E0001,2014,positive,career_success,Became chief executive officer of Fidelity Investments.,high,https://en.wikipedia.org/wiki/Abigail_Johnson,STATUS,STATUS_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,STATUS,ROLE_OR_ELECTORAL_STATUS,positive,CONFIRMED,explicit role/status change,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
2,V2_NEW_DEV,MLV2_DEV_002,Abigail Johnson,MLV2_DEV_002_E0002,2016,positive,career_success,"Became chair of Fidelity Investments, consolidating leadership of the firm.",high,https://en.wikipedia.org/wiki/Abigail_Johnson,STATUS,STATUS_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,STATUS,ROLE_OR_ELECTORAL_STATUS,positive,CONFIRMED,explicit role/status change,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
2,V2_NEW_DEV,MLV2_DEV_003,Jennifer Aniston,MLV2_DEV_003_E0001,1994,positive,career_success,Friends premiered and launched her international fame,high,https://en.wikipedia.org/wiki/Jennifer_Aniston,PROJECT,PROJECT_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,PROJECT,CREATIVE_OR_MEDIA_PROJECT,positive,CONFIRMED,project outcome / reception / launch,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,Rotten Tomatoes / series and film records,Friends 1994 launch and The Bounty Hunter 2010 critical failure verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
2,V2_NEW_DEV,MLV2_DEV_003,Jennifer Aniston,MLV2_DEV_003_E0002,2002,positive,career_success,Won the Primetime Emmy for Friends,high,https://en.wikipedia.org/wiki/Jennifer_Aniston,RECOGNITION,RECOGNITION_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,RECOGNITION,FORMAL_RECOGNITION,positive,CONFIRMED,formal recognition/award,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
2,V2_NEW_DEV,MLV2_DEV_003,Jennifer Aniston,MLV2_DEV_003_E0003,2010,negative,career_loss,The Bounty Hunter was widely panned by critics and became a conspicuous low point in her film run.,medium,https://en.wikipedia.org/wiki/Jennifer_Aniston,PROJECT,PROJECT_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,negative,MANUAL_TAXONOMY_REVIEW_REQUIRED,NON_HIGH_TARGET_ASSIGNMENT|SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,PROJECT,CREATIVE_OR_MEDIA_PROJECT,negative,CONFIRMED,project outcome / reception / launch,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,Rotten Tomatoes / series and film records,Friends 1994 launch and The Bounty Hunter 2010 critical failure verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
2,V2_NEW_DEV,MLV2_DEV_004,Jennifer Coolidge,MLV2_DEV_004_E0001,1999,positive,career_success,American Pie brought broad recognition,high,https://en.wikipedia.org/wiki/Jennifer_Coolidge,MILESTONE_OTHER,POSITIVE_MILESTONE_REVIEW,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,MILESTONE_OTHER,BROAD_CAREER_MILESTONE,positive,CONFIRMED_NONPAIRABLE,broad career milestone not safely assigned to one mechanism,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,CONFIRMED_TAXONOMY_NONPAIRABLE,False,False
2,V2_NEW_DEV,MLV2_DEV_004,Jennifer Coolidge,MLV2_DEV_004_E0003,2022,positive,career_success,The White Lotus revival brought Emmy-winning acclaim,high,https://en.wikipedia.org/wiki/Jennifer_Coolidge,RECOGNITION,RECOGNITION_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,RECOGNITION,FORMAL_RECOGNITION,positive,CONFIRMED,formal recognition/award,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
2,V2_NEW_DEV,MLV2_DEV_005,Julia Roberts,MLV2_DEV_005_E0001,1990,positive,career_success,Pretty Woman became a global breakout hit,high,https://en.wikipedia.org/wiki/Julia_Roberts,MILESTONE_OTHER,POSITIVE_MILESTONE_REVIEW,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,PROJECT,CREATIVE_OR_MEDIA_PROJECT,positive,CONFIRMED,project outcome / reception / launch,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,Rotten Tomatoes / CBS film retrospectives,Pretty Woman breakthrough and Mary Reilly failure verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
2,V2_NEW_DEV,MLV2_DEV_005,Julia Roberts,MLV2_DEV_005_E0002,1996,negative,career_loss,Mary Reilly was a major critical and box-office disappointment.,high,https://en.wikipedia.org/wiki/Mary_Reilly_(film),PROJECT,PROJECT_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,negative,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,PROJECT,CREATIVE_OR_MEDIA_PROJECT,negative,CONFIRMED,project outcome / reception / launch,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,Rotten Tomatoes / CBS film retrospectives,Pretty Woman breakthrough and Mary Reilly failure verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
2,V2_NEW_DEV,MLV2_DEV_005,Julia Roberts,MLV2_DEV_005_E0003,2001,positive,career_success,Won the Academy Award for Erin Brockovich,high,https://en.wikipedia.org/wiki/Julia_Roberts,RECOGNITION,RECOGNITION_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,RECOGNITION,FORMAL_RECOGNITION,positive,CONFIRMED,formal recognition/award,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
2,V2_NEW_DEV,MLV2_DEV_006,Julianne Moore,MLV2_DEV_006_E0001,2002,positive,career_success,Received dual Oscar nominations for Far from Heaven and The Hours,high,https://en.wikipedia.org/wiki/Julianne_Moore,RECOGNITION,RECOGNITION_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,RECOGNITION,FORMAL_RECOGNITION,positive,CONFIRMED,formal recognition/award,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
2,V2_NEW_DEV,MLV2_DEV_006,Julianne Moore,MLV2_DEV_006_E0002,2015,positive,career_success,Won the Academy Award for Still Alice,high,https://en.wikipedia.org/wiki/Julianne_Moore,RECOGNITION,RECOGNITION_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,RECOGNITION,FORMAL_RECOGNITION,positive,CONFIRMED,formal recognition/award,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
2,V2_NEW_DEV,MLV2_DEV_006,Julianne Moore,MLV2_DEV_006_E0003,2017,negative,career_loss,Suburbicon was a critical and commercial disappointment despite a high-profile cast.,medium,https://en.wikipedia.org/wiki/Suburbicon,PROJECT,PROJECT_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,negative,MANUAL_TAXONOMY_REVIEW_REQUIRED,NON_HIGH_TARGET_ASSIGNMENT|SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,UNRESOLVED,BROAD_CAREER_LOSS,unassigned,REJECT_BINARY_AMBIGUOUS,broad career loss requires mechanism-specific evidence,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,REJECT_TAXONOMY_AMBIGUOUS,False,False
2,V2_NEW_DEV,MLV2_DEV_007,Julie Delpy,MLV2_DEV_007_E0001,1995,positive,career_success,Before Sunrise established her international art-house profile,high,https://en.wikipedia.org/wiki/Julie_Delpy,MILESTONE_OTHER,POSITIVE_MILESTONE_REVIEW,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,PROJECT,CREATIVE_OR_MEDIA_PROJECT,positive,CONFIRMED,project outcome / reception / launch,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,film archives / Rotten Tomatoes,Before Sunrise/Sunset acclaim and The Countess weak critical reception/limited release verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
2,V2_NEW_DEV,MLV2_DEV_007,Julie Delpy,MLV2_DEV_007_E0002,2004,positive,career_success,Before Sunset earned major acclaim and screenplay recognition,high,https://en.wikipedia.org/wiki/Julie_Delpy,MILESTONE_OTHER,POSITIVE_MILESTONE_REVIEW,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,PROJECT,CREATIVE_OR_MEDIA_PROJECT,positive,CONFIRMED,project outcome / reception / launch,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,film archives / Rotten Tomatoes,Before Sunrise/Sunset acclaim and The Countess weak critical reception/limited release verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
2,V2_NEW_DEV,MLV2_DEV_007,Julie Delpy,MLV2_DEV_007_E0003,2009,negative,career_loss,Her directorial film The Countess received mixed-to-negative reviews and limited commercial impact.,medium,https://en.wikipedia.org/wiki/The_Countess_(2009_film),PROJECT,PROJECT_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,negative,MANUAL_TAXONOMY_REVIEW_REQUIRED,NON_HIGH_TARGET_ASSIGNMENT|SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,PROJECT,CREATIVE_OR_MEDIA_PROJECT,negative,CONFIRMED,project outcome / reception / launch,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,film archives / Rotten Tomatoes,Before Sunrise/Sunset acclaim and The Countess weak critical reception/limited release verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
2,V2_NEW_DEV,MLV2_DEV_008,Jenna Elfman,MLV2_DEV_008_E0001,1997,positive,career_success,Dharma & Greg became her breakout television role,high,https://en.wikipedia.org/wiki/Jenna_Elfman,MILESTONE_OTHER,POSITIVE_MILESTONE_REVIEW,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,True,False,PROJECT,CREATIVE_OR_MEDIA_PROJECT,positive,CONFIRMED,project outcome / reception / launch,True,PROVIDED_SOURCE_PRESENT,PAIR_CANDIDATE_TARGETED,CONFIRMED,Rotten Tomatoes / TV history,Dharma & Greg launch/fame and 2002 series end verified.,SECONDARY_CONFIRMED,SOURCE_VERIFIED_PAIR_CANDIDATE_CHRONOLOGY_BLOCK,True,False
2,V2_NEW_DEV,MLV2_DEV_008,Jenna Elfman,MLV2_DEV_008_E0002,1999,positive,career_success,Won a Golden Globe for Dharma & Greg,high,https://en.wikipedia.org/wiki/Jenna_Elfman,RECOGNITION,RECOGNITION_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,RECOGNITION,FORMAL_RECOGNITION,positive,CONFIRMED,formal recognition/award,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
2,V2_NEW_DEV,MLV2_DEV_009,Katy Perry,MLV2_DEV_009_E0001,2008,positive,career_success,I Kissed a Girl became her breakthrough international hit,high,https://en.wikipedia.org/wiki/Katy_Perry,MILESTONE_OTHER,POSITIVE_MILESTONE_REVIEW,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,MILESTONE_OTHER,BROAD_CAREER_MILESTONE,positive,CONFIRMED_NONPAIRABLE,broad career milestone not safely assigned to one mechanism,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,CONFIRMED_TAXONOMY_NONPAIRABLE,False,False
2,V2_NEW_DEV,MLV2_DEV_009,Katy Perry,MLV2_DEV_009_E0002,2010,positive,career_success,Teenage Dream launched a record-setting run of number-one singles,high,https://en.wikipedia.org/wiki/Katy_Perry,MILESTONE_OTHER,POSITIVE_MILESTONE_REVIEW,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,PROJECT,CREATIVE_OR_MEDIA_PROJECT,positive,CONFIRMED,project outcome / reception / launch,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,TAXONOMY_CONFIRMED_SECONDARY_UNCONFIRMED,False,False
2,V2_NEW_DEV,MLV2_DEV_010,Amber Tamblyn,MLV2_DEV_010_E0001,2003,positive,career_success,Joan of Arcadia became her breakout role,high,https://en.wikipedia.org/wiki/Amber_Tamblyn,PROJECT,PROJECT_KEYWORD_SUGGESTION,DESCRIPTION_SUGGESTION,positive,MANUAL_TAXONOMY_REVIEW_REQUIRED,SECOND_SOURCE_AUDIT_REQUIRED,True,False,False,MILESTONE_OTHER,BROAD_CAREER_MILESTONE,positive,CONFIRMED_NONPAIRABLE,broad career milestone not safely assigned to one mechanism,True,PROVIDED_SOURCE_PRESENT,NONPAIRABLE_OR_NONCORE_DEFERRED,NOT_CONFIRMED_THIS_PASS,,,SOURCE1_PRESENT_SECONDARY_NOT_CONFIRMED,CONFIRMED_TAXONOMY_NONPAIRABLE,False,False
