pool,subject_id,name,event_id,year,issue_code,severity,details
V1,MLV1_OLD_039,조용필,MLV1_OLD_039_E0410,2023.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_040,신성일,MLV1_OLD_040_E0412,1960.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_040,신성일,MLV1_OLD_040_E0415,2000.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_041,남진,MLV1_OLD_041_E0423,1974.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_041,남진,MLV1_OLD_041_E0424,1980.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_043,정몽구,MLV1_OLD_043_E0434,1999.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_043,정몽구,MLV1_OLD_043_E0437,2020.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_043,정몽구,MLV1_OLD_043_E0438,2021.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_044,김우중,MLV1_OLD_044_E0442,1967.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_044,김우중,MLV1_OLD_044_E0445,1984.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_045,김영삼,MLV1_OLD_045_E0452,1954.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_045,김영삼,MLV1_OLD_045_E0457,1979.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_045,김영삼,MLV1_OLD_045_E0455,1992.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_045,김영삼,MLV1_OLD_045_E0456,1993.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_046,노태우,MLV1_OLD_046_E0461,1987.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_046,노태우,MLV1_OLD_046_E0462,1987.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_046,노태우,MLV1_OLD_046_E0463,1988.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_047,전두환,MLV1_OLD_047_E0472,1981.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_048,정주영,MLV1_OLD_048_E0482,1938.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_048,정주영,MLV1_OLD_048_E0483,1947.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_048,정주영,MLV1_OLD_048_E0484,1967.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_048,정주영,MLV1_OLD_048_E0485,1972.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_048,정주영,MLV1_OLD_048_E0486,1981.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_048,정주영,MLV1_OLD_048_E0487,1992.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_048,정주영,MLV1_OLD_048_E0490,2000.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_049,이병철,MLV1_OLD_049_E0492,1938.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_049,이병철,MLV1_OLD_049_E0493,1951.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_049,이병철,MLV1_OLD_049_E0494,1953.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_049,이병철,MLV1_OLD_049_E0495,1954.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_049,이병철,MLV1_OLD_049_E0496,1969.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_051,서태지,MLV1_OLD_051_E0508,1992.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_051,서태지,MLV1_OLD_051_E0511,2000.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_052,노무현,MLV1_OLD_052_E0525,2000.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_052,노무현,MLV1_OLD_052_E0521,2002.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_052,노무현,MLV1_OLD_052_E0522,2003.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_052,노무현,MLV1_OLD_052_E0523,2004.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_052,노무현,MLV1_OLD_052_E0526,2004.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_053,전소연,MLV1_OLD_053_E0529,2016.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_053,전소연,MLV1_OLD_053_E0536,2016.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_053,전소연,MLV1_OLD_053_E0530,2017.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_053,전소연,MLV1_OLD_053_E0531,2018.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_053,전소연,MLV1_OLD_053_E0533,2022.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_053,전소연,MLV1_OLD_053_E0534,2023.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_054,강호동,MLV1_OLD_054_E0541,1993.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_054,강호동,MLV1_OLD_054_E0547,2011.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_054,강호동,MLV1_OLD_054_E0545,2012.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_054,강호동,MLV1_OLD_054_E0546,2015.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_055,Lionel Messi,MLV1_OLD_055_E0549,2004.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_055,Lionel Messi,MLV1_OLD_055_E0550,2005.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_055,Lionel Messi,MLV1_OLD_055_E0551,2008.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_055,Lionel Messi,MLV1_OLD_055_E0552,2009.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_055,Lionel Messi,MLV1_OLD_055_E0553,2011.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_055,Lionel Messi,MLV1_OLD_055_E0554,2012.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_055,Lionel Messi,MLV1_OLD_055_E0568,2014.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_055,Lionel Messi,MLV1_OLD_055_E0557,2015.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_055,Lionel Messi,MLV1_OLD_055_E0569,2016.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_055,Lionel Messi,MLV1_OLD_055_E0570,2016.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_055,Lionel Messi,MLV1_OLD_055_E0560,2019.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_055,Lionel Messi,MLV1_OLD_055_E0571,2020.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_055,Lionel Messi,MLV1_OLD_055_E0561,2021.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_055,Lionel Messi,MLV1_OLD_055_E0572,2021.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_055,Lionel Messi,MLV1_OLD_055_E0562,2022.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_055,Lionel Messi,MLV1_OLD_055_E0563,2023.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_055,Lionel Messi,MLV1_OLD_055_E0564,2024.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_055,Lionel Messi,MLV1_OLD_055_E0565,2025.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_056,권지용,MLV1_OLD_056_E0573,2006.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_056,권지용,MLV1_OLD_056_E0580,2024.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_OLD_056,권지용,MLV1_OLD_056_E0581,2025.0,CAREER_EVENT_MISSING_SOURCE,HIGH,ML-usable Career label has no source_ref.
V1,MLV1_PUB_018,Miley Cyrus,MLV1_PUB_018_E0709,2006.0,CAREER_EVENT_VERY_YOUNG,HIGH,Career event age 14.0 < 16; manual identity review required.
NEW_DEV_2_CONSUMED,NEWDEV2_001,Bob Dylan,NEWDEV2_001_E001,1965.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_001,Bob Dylan,NEWDEV2_001_E002,1966.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_001,Bob Dylan,NEWDEV2_001_E002,1966.0,CAREER_TRANSITION_TAXONOMY_REVIEW,MEDIUM,Transition/end/resignation event should not be automatically assumed negative.
NEW_DEV_2_CONSUMED,NEWDEV2_002,Bob Fosse,NEWDEV2_002_E002,1969.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_002,Bob Fosse,NEWDEV2_002_E002,1969.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_002,Bob Fosse,NEWDEV2_002_E001,1973.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_003,Bob Gibson,NEWDEV2_003_E002,1967.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_003,Bob Gibson,NEWDEV2_003_E002,1967.0,CAREER_HEALTH_MECHANISM_REVIEW,MEDIUM,Career outcome is caused by Health/accident mechanism; candidate multi-label event.
NEW_DEV_2_CONSUMED,NEWDEV2_003,Bob Gibson,NEWDEV2_003_E001,1968.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_004,Bob Hayes,NEWDEV2_004_E001,1964.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_004,Bob Hayes,NEWDEV2_004_E002,1975.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_004,Bob Hayes,NEWDEV2_004_E002,1975.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_004,Bob Hayes,NEWDEV2_004_E002,1975.0,CAREER_TRANSITION_TAXONOMY_REVIEW,MEDIUM,Transition/end/resignation event should not be automatically assumed negative.
NEW_DEV_2_CONSUMED,NEWDEV2_005,Bob Knight,NEWDEV2_005_E001,1976.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_005,Bob Knight,NEWDEV2_005_E002,2000.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_006,Bob Lilly,NEWDEV2_006_E002,1971.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_006,Bob Lilly,NEWDEV2_006_E001,1972.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_007,Bob Mathias,NEWDEV2_007_E001,1952.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_007,Bob Mathias,NEWDEV2_007_E002,1966.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_008,Bob McAdoo,NEWDEV2_008_E001,1975.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_008,Bob McAdoo,NEWDEV2_008_E002,1979.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_008,Bob McAdoo,NEWDEV2_008_E002,1979.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_009,Bob Newhart,NEWDEV2_009_E001,1961.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_009,Bob Newhart,NEWDEV2_009_E002,1962.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_010,Bob Pettit,NEWDEV2_010_E002,1957.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_010,Bob Pettit,NEWDEV2_010_E001,1958.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_011,Bob Richards,NEWDEV2_011_E001,1956.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_011,Bob Richards,NEWDEV2_011_E002,1960.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_011,Bob Richards,NEWDEV2_011_E002,1960.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_012,Bob Schul,NEWDEV2_012_E001,1964.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_012,Bob Schul,NEWDEV2_012_E002,1968.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_012,Bob Schul,NEWDEV2_012_E002,1968.0,CAREER_HEALTH_MECHANISM_REVIEW,MEDIUM,Career outcome is caused by Health/accident mechanism; candidate multi-label event.
NEW_DEV_2_CONSUMED,NEWDEV2_013,Bob Seagren,NEWDEV2_013_E001,1968.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_013,Bob Seagren,NEWDEV2_013_E002,1972.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_014,Bob Uecker,NEWDEV2_014_E001,1964.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_014,Bob Uecker,NEWDEV2_014_E002,1967.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_014,Bob Uecker,NEWDEV2_014_E002,1967.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_014,Bob Uecker,NEWDEV2_014_E002,1967.0,CAREER_TRANSITION_TAXONOMY_REVIEW,MEDIUM,Transition/end/resignation event should not be automatically assumed negative.
NEW_DEV_2_CONSUMED,NEWDEV2_015,Bob Brenly,NEWDEV2_015_E001,2001.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_015,Bob Brenly,NEWDEV2_015_E002,2004.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_016,Bobby Bell,NEWDEV2_016_E002,1967.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_016,Bobby Bell,NEWDEV2_016_E001,1970.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_017,Bobby Bonds,NEWDEV2_017_E001,1973.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_017,Bobby Bonds,NEWDEV2_017_E002,1981.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_017,Bobby Bonds,NEWDEV2_017_E002,1981.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_017,Bobby Bonds,NEWDEV2_017_E002,1981.0,CAREER_TRANSITION_TAXONOMY_REVIEW,MEDIUM,Transition/end/resignation event should not be automatically assumed negative.
NEW_DEV_2_CONSUMED,NEWDEV2_018,Bo Burnham,NEWDEV2_018_E002,2016.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_018,Bo Burnham,NEWDEV2_018_E002,2016.0,CAREER_TRANSITION_TAXONOMY_REVIEW,MEDIUM,Transition/end/resignation event should not be automatically assumed negative.
NEW_DEV_2_CONSUMED,NEWDEV2_018,Bo Burnham,NEWDEV2_018_E001,2021.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_019,Bo Derek,NEWDEV2_019_E001,1979.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_019,Bo Derek,NEWDEV2_019_E002,1984.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_020,Bob Woolmer,NEWDEV2_020_E001,1994.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_020,Bob Woolmer,NEWDEV2_020_E002,1999.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_021,Bill Bradley,NEWDEV2_021_E001,1970.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_021,Bill Bradley,NEWDEV2_021_E002,2000.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_022,Bill Blass,NEWDEV2_022_E001,1970.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_022,Bill Blass,NEWDEV2_022_E001,1970.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_022,Bill Blass,NEWDEV2_022_E002,1999.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_022,Bill Blass,NEWDEV2_022_E002,1999.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_022,Bill Blass,NEWDEV2_022_E002,1999.0,CAREER_TRANSITION_TAXONOMY_REVIEW,MEDIUM,Transition/end/resignation event should not be automatically assumed negative.
NEW_DEV_2_CONSUMED,NEWDEV2_023,Bill Engvall,NEWDEV2_023_E001,1997.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_023,Bill Engvall,NEWDEV2_023_E002,2009.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_024,Bill Forsyth,NEWDEV2_024_E001,1983.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_024,Bill Forsyth,NEWDEV2_024_E002,1999.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_024,Bill Forsyth,NEWDEV2_024_E002,1999.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_025,Bill Guerin,NEWDEV2_025_E001,2009.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_025,Bill Guerin,NEWDEV2_025_E002,2021.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_025,Bill Guerin,NEWDEV2_025_E002,2021.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_026,Bill Walton,NEWDEV2_026_E001,1978.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_026,Bill Walton,NEWDEV2_026_E002,1979.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_026,Bill Walton,NEWDEV2_026_E002,1979.0,CAREER_HEALTH_MECHANISM_REVIEW,MEDIUM,Career outcome is caused by Health/accident mechanism; candidate multi-label event.
NEW_DEV_2_CONSUMED,NEWDEV2_027,Billie Jean King,NEWDEV2_027_E002,1970.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_027,Billie Jean King,NEWDEV2_027_E001,1973.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_028,Billy Backus,NEWDEV2_028_E001,1970.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_028,Billy Backus,NEWDEV2_028_E002,1971.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_029,Billy Casper,NEWDEV2_029_E001,1966.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_029,Billy Casper,NEWDEV2_029_E002,1969.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_030,Billy Kidd,NEWDEV2_030_E001,1964.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_030,Billy Kidd,NEWDEV2_030_E002,1968.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_030,Billy Kidd,NEWDEV2_030_E002,1968.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_031,Billy Martin,NEWDEV2_031_E001,1977.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_031,Billy Martin,NEWDEV2_031_E002,1978.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_032,Billy Joe Shaver,NEWDEV2_032_E001,1973.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
